customer_id,customer_name,email,registration_date,customer_type
CUST0371,Jagrati Bava,amolsood@example.org,2023-11-10,PREMIUM
CUST0372,Bishakha Rau,vkhalsa@example.net,2026-02-06,VIP
CUST0373,Vansha Parikh,prashadwidisha@example.org,2024-10-29,REGULAR
CUST0374,Naveen Mane,devika94@example.net,2025-01-23,PREMIUM
CUST0375,Aarna Mishra,lipikachhabra@example.com,2026-06-09,REGULAR
CUST0376,Charvi Mistry,garimabasu@example.net,2026-03-19,VIP
CUST0377,Naveen Maharaj,chakradhar56@example.com,2025-01-01,PREMIUM
CUST0378,Imaran Chana,zsuri@example.org,2024-10-04,REGULAR
CUST0379,Ekaraj Shankar,sunderosha@example.org,2023-07-18,VIP
CUST0380,Jonathan Kapadia,duttasanaya@example.com,2024-12-20,VIP
CUST0381,Simon Bhatnagar,mluthra@example.org,2025-03-29,PREMIUM
CUST0382,Xalak Gola,falguni63@example.com,2025-04-04,REGULAR
CUST0383,Damyanti Trivedi,chatura75@example.com,2024-11-15,PREMIUM
CUST0384,Pranav Oommen,ojas33@example.net,2024-03-31,PREMIUM
CUST0385,Aradhana Chadha,qbalakrishnan@example.net,2024-04-19,REGULAR
CUST0386,Irya Master,manbirsahota@example.com,2024-08-31,PREMIUM
CUST0387,Victor Korpal,manannigam@example.net,2025-02-15,REGULAR
CUST0388,Aradhana Grewal,odivan@example.org,2026-06-10,REGULAR
CUST0389,Urvashi Mani,golareva@example.net,2025-02-10,VIP
CUST0390,Banjeet Swamy,gadesachi@example.org,2025-05-28,REGULAR
CUST0391,Michael Ramaswamy,anitasem@example.org,2025-04-20,PREMIUM
CUST0392,Ubika Sethi,pahalsinghal@example.com,2023-09-29,REGULAR
CUST0393,Divya Sachdev,yashicatank@example.org,2025-06-02,PREMIUM
CUST0394,Kashvi Rai,aaravbahri@example.org,2025-09-10,VIP
CUST0395,Udyati Parmer,charan29@example.org,2026-02-08,VIP
CUST0396,Indrajit Mandal,utkarshdass@example.net,2026-03-30,PREMIUM
CUST0397,Omisha Chaudhary,palqushi@example.org,2025-06-07,VIP
CUST0398,Eta Menon,fnigam@example.com,2023-10-24,PREMIUM
CUST0399,Gayathri Vasa,fariqgopal@example.net,2025-07-27,REGULAR
CUST0400,Waida Baria,ncherian@example.net,2025-05-06,VIP
CUST0401,Maanav Loyal,bhagatpratyush@example.net,2024-04-25,REGULAR
CUST0402,Nitara Prakash,hkapoor@example.com,2024-08-18,PREMIUM
CUST0403,Gaurika Magar,riakoshy@example.org,2024-05-19,REGULAR
CUST0404,Nitesh Wagle,ishwar02@example.net,2024-02-23,VIP
CUST0405,Tripti Iyer,joshua37@example.net,2025-05-01,REGULAR
CUST0406,Garima Narayanan,vaishnavi20@example.com,2025-04-06,VIP
CUST0407,Harini Shukla,udant61@example.com,2025-10-04,PREMIUM
CUST0408,Bakhshi Amble,banjeet67@example.com,2023-10-18,PREMIUM
CUST0409,Pahal Bhatia,pbhargava@example.com,2023-09-07,VIP
CUST0410,Bina Konda,thakurisaac@example.net,2023-12-28,REGULAR
CUST0411,Naksh Bakshi,sarkarkrish@example.net,2026-01-09,PREMIUM
CUST0412,Anmol Shukla,kkala@example.org,2025-05-21,VIP
CUST0413,Nandini Chakraborty,zayyan08@example.com,2024-10-09,REGULAR
CUST0414,Raksha Doctor,aadi52@example.org,2026-05-13,VIP
CUST0415,Unnati Cheema,arjun16@example.org,2026-07-07,REGULAR
CUST0416,Ikshita Chaudhary,bmutti@example.net,2024-06-05,REGULAR
CUST0417,Charvi Khalsa,saggarwal@example.com,2025-08-13,REGULAR
CUST0418,Avni Bansal,krisha47@example.com,2026-06-21,VIP
CUST0419,Omisha Bhatnagar,siya18@example.com,2025-06-08,VIP
CUST0420,Viraj Golla,deshmukhgauri@example.com,2024-08-29,PREMIUM
CUST0421,Niharika Thakur,cmahajan@example.net,2024-09-06,VIP
CUST0422,Chanchal Joshi,ayush08@example.com,2025-03-29,PREMIUM
CUST0423,Vincent Nori,osarin@example.org,2023-12-25,VIP
CUST0424,Inaya Sengupta,golaranbir@example.net,2024-07-09,PREMIUM
CUST0425,Aishani Dalal,baghyawatisunder@example.net,2025-06-09,REGULAR
CUST0426,Bachittar Konda,advay80@example.org,2025-05-25,VIP
CUST0427,Devansh Magar,chakradev08@example.com,2023-09-17,PREMIUM
CUST0428,Abha Khatri,kpathak@example.com,2026-01-16,REGULAR
CUST0429,Bahadurjit Bedi,nilima87@example.net,2025-11-29,VIP
CUST0430,Radha Naidu,wardabarad@example.org,2025-05-08,REGULAR
CUST0431,Udyati Panchal,cnagar@example.net,2023-08-28,VIP
CUST0432,Pavani Mani,ishwarsankaran@example.net,2025-12-02,VIP
CUST0433,Darsh Choudhry,matthew23@example.net,2024-05-30,REGULAR
CUST0434,Samuel Chandran,jasmit89@example.net,2025-10-14,VIP
CUST0435,Aarush Krish,girindra64@example.com,2025-07-06,PREMIUM
CUST0436,Bakhshi Bora,handathomas@example.org,2024-09-30,VIP
CUST0437,Zaid Bakshi,manneraghav@example.org,2024-11-29,PREMIUM
CUST0438,Ekantika Bal,krishabansal@example.org,2023-11-22,PREMIUM
CUST0439,Nandini Natarajan,bishakhaborde@example.net,2026-06-11,PREMIUM
CUST0440,Leela Mane,latashaurya@example.com,2025-06-13,REGULAR
CUST0441,Arjun Nagy,unigam@example.net,2026-04-12,PREMIUM
CUST0442,Aarna Dash,chamansastry@example.com,2024-12-16,PREMIUM
CUST0443,Champak Viswanathan,daniwarjas@example.com,2026-02-23,PREMIUM
CUST0444,Oviya Gandhi,qsinha@example.net,2023-09-13,VIP
CUST0445,Nakul Kurian,zayyan82@example.net,2026-06-10,REGULAR
CUST0446,Ladli Mutti,zdhawan@example.org,2024-01-26,PREMIUM
CUST0447,Sudiksha Dixit,nagypratyush@example.org,2023-08-22,PREMIUM
CUST0448,Yamini Krishna,peterbalakrishnan@example.com,2025-08-15,REGULAR
CUST0449,Anirudh Aggarwal,vrinda98@example.net,2025-08-17,VIP
CUST0450,Lucky Vig,smody@example.org,2024-03-14,REGULAR
CUST0451,Anita Buch,aarna01@example.com,2023-10-14,PREMIUM
CUST0452,Lekha Sridhar,patlajeet@example.net,2024-02-24,PREMIUM
CUST0453,Jack Kata,mammenhemani@example.com,2025-07-14,REGULAR
CUST0454,Niharika Chadha,unair@example.com,2025-02-28,VIP
CUST0455,Gabriel Chauhan,gloyal@example.com,2025-09-26,PREMIUM
CUST0456,Kevin Natt,waidagaba@example.net,2023-12-04,VIP
CUST0457,Falan Sankar,faqid25@example.net,2025-11-25,REGULAR
CUST0458,Isaac Pal,joshineha@example.com,2024-08-12,VIP
CUST0459,Samar Lala,zzacharia@example.com,2026-02-09,VIP
CUST0460,Brijesh Narang,vasana13@example.net,2024-07-29,VIP
CUST0461,Udyati Nayak,usrinivasanexample.org,2026-01-24,REGULAR
CUST0462,Oviya Pall,amara41@example.org,2025-12-12,REGULAR
CUST0463,Karan Dixit,ckade@example.org,2026-02-06,REGULAR
CUST0464,Gaurang Badami,kulkarniekaja@example.com,2024-08-13,REGULAR
CUST0465,Laksh Sahni,theodore70@example.com,2023-07-23,VIP
CUST0466,Anya Mani,xsarin@example.com,2025-12-26,VIP
CUST0467,Nachiket Dhar,lmaster@example.org,2025-11-07,PREMIUM
CUST0468,Vidhi Sama,jonathanloyal@example.net,2024-12-14,REGULAR
CUST0469,Akshay Sachdev,manthan63@example.net,2024-03-18,REGULAR
CUST0470,Lakshmi Morar,ygulati@example.net,2024-09-02,VIP
CUST0471,Manbir Mann,odika47@example.net,2025-06-30,REGULAR
CUST0472,Frederick Narayan,dsura@example.org,2024-06-09,PREMIUM
CUST0473,Amara Comar,aradhanaparmer@example.org,2025-12-06,PREMIUM
CUST0474,Timothy Kala,lbera@example.com,2026-03-23,VIP
CUST0475,Matthew Kaul,damyantipandey@example.net,2025-03-21,REGULAR
CUST0476,Keya Shroff,gunbirsachar@example.net,2026-05-15,PREMIUM
CUST0477,Gauri Ray,gramesh@example.net,2025-09-26,VIP
CUST0478,Yamini Seth,hegdefiyaz@example.com,2024-05-31,PREMIUM
CUST0479,Elijah Edwin,balhaarsom@example.com,2024-06-24,PREMIUM
CUST0480,Yash Dey,kamalalal@example.org,2026-05-05,PREMIUM
CUST0481,Qabil Subramaniam,zbutala@example.com,2026-07-11,VIP
CUST0482,Vedhika Nath,rramanathan@example.net,2024-11-02,PREMIUM
CUST0483,Naveen Parmer,dalalvictor@example.com,2026-01-22,VIP
CUST0484,Bhavya Lal,zehaan14@example.com,2026-04-28,PREMIUM
CUST0485,Jason Nazareth,nicholas17@example.net,2024-10-01,PREMIUM
CUST0486,Siddharth Som,farasbajwa@example.com,2024-07-10,VIP
CUST0487,Ekiya Bora,emital@example.org,2025-02-19,PREMIUM
CUST0488,Oni Venkatesh,azadramesh@example.com,2024-07-09,VIP
CUST0489,Vamakshi Rau,hgala@example.com,2023-08-11,VIP
CUST0490,Nitesh Naik,swable@example.com,2023-08-30,PREMIUM
CUST0491,Akshay Nagarajan,jbassi@example.net,2023-09-20,REGULAR
CUST0492,Balvan Dey,tramanathan@example.org,2024-11-26,VIP
CUST0493,Prisha Trivedi,kallaliam@example.org,2023-12-17,REGULAR
CUST0494,Wyatt Narayan,eperi@example.com,2025-11-17,PREMIUM
CUST0495,Jackson Sankaran,bramaswamy@example.net,2025-10-18,PREMIUM
CUST0496,Yamini Chokshi,spatlaexample.org,2024-07-21,VIP
CUST0497,Jagvi Balasubramanian,ppadmanabhan@example.com,2024-10-03,REGULAR
CUST0498,Chaaya Dara,pchoudhry@example.net,2024-04-03,PREMIUM
CUST0499,Saumya Sahota,schoudhry@example.net,2023-08-01,VIP
CUST0500,Inaya Sarma,amara70@example.com,2026-05-17,REGULAR
