customer_id,customer_name,email,registration_date,customer_type
CUST0371,Ishita Hora,zradhakrishnan@example.org,2026-03-01,PREMIUM
CUST0372,Caleb Sachar,chandreshuppal@example.net,2024-01-22,VIP
CUST0373,Aarna Dyal,cpandya@example.com,2025-11-28,REGULAR
CUST0374,Manan Sandal,srivastavajack@example.org,2023-12-29,PREMIUM
CUST0375,Ekapad Gaba,purohitbrinda@example.net,2026-06-23,REGULAR
CUST0376,Urmi Buch,indrajit73@example.com,2025-04-21,VIP
CUST0377,Leela Comar,triveni15@example.org,2024-03-26,PREMIUM
CUST0378,Azad Balay,keyanaik@example.org,2026-03-05,REGULAR
CUST0379,Anthony Kunda,idatta@example.com,2026-03-15,VIP
CUST0380,Janani Datta,arau@example.net,2023-09-27,VIP
CUST0381,Gautam Sule,leenachauhan@example.org,2024-07-06,PREMIUM
CUST0382,Liam Krishnan,iramachandran@example.org,2023-07-28,REGULAR
CUST0383,Nidra Ratta,chameli52@example.com,2025-04-12,PREMIUM
CUST0384,Bachittar Shroff,sakshambuch@example.com,2025-03-24,PREMIUM
CUST0385,Radha Karnik,fahluwalia@example.net,2025-07-07,REGULAR
CUST0386,Lila Chaudhari,jayaramanorinder@example.com,2023-09-29,PREMIUM
CUST0387,Dev Brar,edayal@example.com,2023-08-20,REGULAR
CUST0388,Ekantika Baral,vchad@example.net,2024-06-14,REGULAR
CUST0389,Caleb Shah,talwarmadhav@example.com,2026-07-01,VIP
CUST0390,Bhavya Golla,shenoybakhshi@example.net,2025-05-17,REGULAR
CUST0391,Forum Pal,ajha@example.org,2023-10-10,PREMIUM
CUST0392,Girish Brar,cramaswamy@example.net,2024-12-01,REGULAR
CUST0393,Hemangini Nayak,xdevi@example.org,2026-05-08,PREMIUM
CUST0394,Chatresh Bhasin,henryswaminathan@example.org,2025-10-30,VIP
CUST0395,Manya Roy,indiraminhas@example.com,2023-08-20,VIP
CUST0396,Ishaan Sule,nathan62@example.org,2024-07-13,PREMIUM
CUST0397,Baljiwan Kata,dhaliwaltejas@example.com,2023-09-24,VIP
CUST0398,Hitesh Raju,rajeshrishah@example.org,2026-07-12,PREMIUM
CUST0399,Xavier Loke,hrout@example.org,2023-09-28,REGULAR
CUST0400,Ekani Dass,kavya55@example.com,2025-06-26,VIP
CUST0401,Sanaya Batta,vihaan35@example.com,2024-05-10,REGULAR
CUST0402,Krisha Thaman,bhattacharyyamanya@example.net,2026-04-24,PREMIUM
CUST0403,Dipta Natt,vanshadada@example.org,2026-04-20,REGULAR
CUST0404,Jagat Bora,edhitha67@example.net,2025-08-15,VIP
CUST0405,Ladli Kanda,kotharitanvi@example.com,2023-12-02,REGULAR
CUST0406,Ekaja Tailor,bhatnagarwilliam@example.net,2026-03-16,VIP
CUST0407,Chakradev Tank,lakshmithakkar@example.com,2024-07-13,PREMIUM
CUST0408,Zinal Som,chaitanyadhar@example.org,2024-12-18,PREMIUM
CUST0409,Timothy Khanna,aishanidasgupta@example.org,2024-12-30,VIP
CUST0410,Keya Naidu,shivanichar@example.org,2025-07-28,REGULAR
CUST0411,Idika Hayer,bhanumati67@example.net,2025-12-09,PREMIUM
CUST0412,Riya Naik,zinalbalan@example.org,2024-05-12,VIP
CUST0413,Ekapad Samra,warda00@example.org,2025-05-01,REGULAR
CUST0414,Chasmum Jayaraman,nihal87@example.net,2023-08-11,VIP
CUST0415,Ridhi Manne,nathrachana@example.net,2023-07-21,REGULAR
CUST0416,Jagvi Narasimhan,gokhalealka@example.org,2025-11-12,REGULAR
CUST0417,Lekha Chaudhry,padmanabhanyashawini@example.com,2026-04-13,REGULAR
CUST0418,Yutika Dugar,randhawaupadhriti@example.net,2023-11-23,VIP
CUST0419,Baghyawati Balay,liam54@example.org,2026-04-23,VIP
CUST0420,Charita Wali,sathvik38@example.net,2026-01-31,PREMIUM
CUST0421,Jeet Sahni,dashqushi@example.com,2025-12-17,VIP
CUST0422,Rehaan Bath,ekajabhardwaj@example.com,2025-10-31,PREMIUM
CUST0423,Baghyawati Hans,nilimaapte@example.com,2024-06-06,VIP
CUST0424,Simon Sibal,mrajan@example.net,2024-05-14,PREMIUM
CUST0425,Hitesh Dugar,ljohal@example.org,2024-03-25,REGULAR
CUST0426,Atharv Bora,fariqoza@example.net,2024-06-11,VIP
CUST0427,Veer Dada,vloyal@example.com,2023-11-28,PREMIUM
CUST0428,Jairaj Dalal,lvig@example.net,2026-01-24,REGULAR
CUST0429,Qushi Sabharwal,mistryyatin@example.org,2026-02-13,VIP
CUST0430,Irya Thakkar,pahalkanda@example.org,2024-12-14,REGULAR
CUST0431,Kavya Apte,harineha@example.net,2025-07-24,VIP
CUST0432,Mason Kuruvilla,parsayashawini@example.net,2025-11-07,VIP
CUST0433,Lakshit Misra,ethansengupta@example.org,2025-05-04,REGULAR
CUST0434,Anirudh Anne,fminhas@example.com,2024-04-07,VIP
CUST0435,Tamanna Saxena,qasimdixit@example.net,2024-01-14,PREMIUM
CUST0436,Aahana Pandey,zrajan@example.net,2025-05-27,VIP
CUST0437,Amara Shukla,agarwalnicholas@example.com,2023-11-18,PREMIUM
CUST0438,Fitan Kari,harishborde@example.com,2025-01-29,PREMIUM
CUST0439,Manbir Brar,aachal79@example.com,2024-06-17,PREMIUM
CUST0440,Pranit Rajagopalan,chowdhuryneelima@example.net,2025-03-20,REGULAR
CUST0441,Pranit Bawa,samaksh82@example.net,2026-02-21,PREMIUM
CUST0442,Harsh Keer,acharyashaurya@example.net,2024-06-12,PREMIUM
CUST0443,Vritti Mistry,daramohini@example.com,2026-03-09,PREMIUM
CUST0444,Dev Sha,mmahal@example.net,2025-07-11,VIP
CUST0445,Vyanjana Mann,raagini67@example.com,2025-06-13,REGULAR
CUST0446,Rachita Sahota,fkaran@example.org,2026-04-16,PREMIUM
CUST0447,Zinal Naik,jagvideshpande@example.org,2026-04-11,PREMIUM
CUST0448,Bhavani Gill,jkarpe@example.com,2026-01-10,REGULAR
CUST0449,Max Dutta,dipta59@example.com,2025-07-09,VIP
CUST0450,Mitali Patla,kalafalak@example.org,2025-03-12,REGULAR
CUST0451,Arjun Varkey,ranadevika@example.org,2024-05-04,PREMIUM
CUST0452,Riya Devi,anika39@example.net,2024-02-25,PREMIUM
CUST0453,Kala Johal,ssoman@example.com,2024-10-07,REGULAR
CUST0454,Urmi Talwar,pshere@example.net,2024-02-05,VIP
CUST0455,Dhriti Goda,kakarvansha@example.net,2026-07-06,PREMIUM
CUST0456,Zaid Basu,devikamitter@example.org,2026-05-19,VIP
CUST0457,Matthew Solanki,karpechaitanya@example.net,2024-05-19,REGULAR
CUST0458,Zehaan Ram,chaayabains@example.org,2024-05-22,VIP
CUST0459,Vincent Dave,majumdarkavya@example.net,2026-06-16,VIP
CUST0460,Bhavani Lala,forumbal@example.net,2025-08-24,VIP
CUST0461,Noah Pal,diptasharafexample.com,2025-09-23,REGULAR
CUST0462,Neelima Gara,jahluwalia@example.net,2024-06-30,REGULAR
CUST0463,Triveni Iyer,gunbirparekh@example.org,2026-05-25,REGULAR
CUST0464,Vrinda Chandran,upadhritiaurora@example.com,2024-12-01,REGULAR
CUST0465,Azad Deshpande,avi67@example.net,2026-03-07,VIP
CUST0466,Abhimanyu Gopal,unni34@example.net,2026-03-03,VIP
CUST0467,Zayyan Mann,yagate@example.org,2024-02-05,PREMIUM
CUST0468,Unnati Kibe,rajeshrinarang@example.net,2026-02-24,REGULAR
CUST0469,Dayita Sengupta,luthraeta@example.org,2025-12-30,REGULAR
CUST0470,Veda Kuruvilla,vincent19@example.net,2024-03-07,VIP
CUST0471,Vaishnavi Mukhopadhyay,misraayaan@example.org,2026-02-10,REGULAR
CUST0472,Riya Bava,girindra98@example.net,2026-06-13,PREMIUM
CUST0473,Yash Garg,xavier81@example.org,2024-12-03,PREMIUM
CUST0474,Charvi Kota,viraj81@example.com,2024-06-09,VIP
CUST0475,Pranit Dhaliwal,inigam@example.org,2024-03-22,REGULAR
CUST0476,Ijaya Bera,naikayush@example.net,2025-03-11,PREMIUM
CUST0477,Advik Verma,reyansh47@example.org,2025-12-28,VIP
CUST0478,Bina Rajagopalan,somanlipika@example.org,2023-12-15,PREMIUM
CUST0479,Kamya Bakshi,unnatiparikh@example.net,2025-09-10,PREMIUM
CUST0480,Vedant Mahajan,cchoudhry@example.net,2024-01-23,PREMIUM
CUST0481,Anita Sodhi,tarachampak@example.net,2024-03-19,VIP
CUST0482,Leela Chad,rseth@example.com,2023-08-06,PREMIUM
CUST0483,Krish Nagar,oeshimalhotra@example.net,2025-02-01,VIP
CUST0484,Hardik Grewal,lbatra@example.com,2024-09-27,PREMIUM
CUST0485,Harsh Upadhyay,jrege@example.org,2023-07-26,PREMIUM
CUST0486,Yadavi Bhargava,triveni35@example.net,2023-12-04,VIP
CUST0487,Netra Virk,sarthak29@example.org,2024-11-14,PREMIUM
CUST0488,Ridhi Dube,ghoshshivansh@example.com,2024-02-10,VIP
CUST0489,Vedhika Dubey,missac@example.com,2025-03-30,VIP
CUST0490,Pushti Srivastava,panini53@example.net,2023-09-10,PREMIUM
CUST0491,Bhavna Sheth,ladli94@example.com,2024-12-11,REGULAR
CUST0492,Barkha Badal,qnarain@example.com,2024-12-05,VIP
CUST0493,Zaid Mukhopadhyay,zmalhotra@example.org,2024-11-24,REGULAR
CUST0494,Vinaya Raja,divya68@example.com,2026-03-03,PREMIUM
CUST0495,Faris Bobal,munifalak@example.com,2024-08-13,PREMIUM
CUST0496,George Sethi,boseqasimexample.net,2026-07-03,VIP
CUST0497,Quincy Sathe,bahrifalak@example.org,2025-11-20,REGULAR
CUST0498,Dalbir Ray,pallaxavier@example.net,2024-05-24,PREMIUM
CUST0499,Advik Bhavsar,nayarwarjas@example.net,2025-02-21,VIP
CUST0500,Darika Sinha,uppalutkarsh@example.com,2025-02-21,REGULAR
